ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10390.0,45.0,48.98,12.0,2204.0,2020-03-04,2367.0,5,1,102.0,S32_4485,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,2
10403.0,45.0,115.32,5.0,5189.0,2020-04-08,2333.0,5,1,102.0,S32_4485,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,1
10106.0,39.0,40.15,6.0,1565.0,2018-02-17,3115.0,5,6,43.0,S50_1341,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,2
10120.0,49.0,50.62,12.0,2480.0,2018-04-29,3045.0,5,6,43.0,S50_1341,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,2
10133.0,27.0,50.19,7.0,1355.0,2018-06-27,2987.0,5,6,43.0,S50_1341,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,2
10143.0,34.0,36.66,1.0,1246.0,2018-08-10,2944.0,5,6,43.0,S50_1341,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,2
10156.0,20.0,41.02,1.0,820.0,2018-10-08,2886.0,5,6,43.0,S50_1341,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,2
10168.0,48.0,51.93,13.0,2492.0,2018-10-28,2867.0,5,6,43.0,S50_1341,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,2
10199.0,29.0,38.4,1.0,1113.0,2018-12-01,2834.0,5,6,43.0,S50_1341,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,94019,USA,Thompson,Steve,2
10210.0,43.0,41.02,11.0,1763.0,2019-01-12,2793.0,5,6,43.0,S50_1341,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan,Kentary,Mory,2
10223.0,41.0,46.26,13.0,1896.0,2019-02-20,2755.0,5,6,43.0,S50_1341,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,2
10235.0,41.0,35.35,7.0,1449.0,2019-04-02,2715.0,5,6,43.0,S50_1341,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,T2F 8M4,Canada,Lincoln,Elizabeth,2
10250.0,36.0,51.93,8.0,1869.0,2019-05-11,2677.0,5,6,43.0,S50_1341,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,2
10262.0,49.0,37.97,3.0,1860.0,2019-06-24,2634.0,0,6,43.0,S50_1341,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,2
10275.0,38.0,45.39,13.0,1724.0,2019-07-23,2606.0,5,6,43.0,S50_1341,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,2
10284.0,33.0,51.93,5.0,1713.0,2019-08-21,2578.0,5,6,43.0,S50_1341,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway,Klaeboe,Jan,2
10296.0,26.0,48.44,1.0,1259.0,2019-09-15,2554.0,5,6,43.0,S50_1341,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,Munich,80686,Germany,Donnermeyer,Michael,2
10308.0,47.0,43.64,11.0,2051.0,2019-10-15,2525.0,5,6,43.0,S50_1341,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,2
10316.0,34.0,47.57,3.0,1617.0,2019-11-01,2509.0,5,6,43.0,S50_1341,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Cowes,PO31 7PJ,UK,Bennett,Helen,2
10328.0,34.0,51.93,7.0,1765.0,2019-11-12,2499.0,5,6,43.0,S50_1341,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,2
10340.0,40.0,50.62,4.0,2024.0,2019-11-24,2488.0,5,6,43.0,S50_1341,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,2
10353.0,40.0,82.21,8.0,3288.0,2019-12-04,2479.0,5,6,43.0,S50_1341,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,97561,USA,Lewis,Dan,1
10361.0,33.0,82.59,3.0,2725.0,2019-12-17,2467.0,5,6,43.0,S50_1341,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,2
10375.0,49.0,65.8,5.0,3224.0,2020-02-03,2420.0,5,6,43.0,S50_1341,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,1
10388.0,27.0,118.94,1.0,3211.0,2020-03-03,2392.0,5,6,43.0,S50_1341,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,1
10398.0,49.0,36.66,5.0,1796.0,2020-03-30,2366.0,5,6,43.0,S50_1341,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,2
10401.0,56.0,35.35,7.0,1979.0,2020-04-03,2363.0,3,6,43.0,S50_1341,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,94019,USA,Brown,William,2
10416.0,37.0,51.93,8.0,1921.0,2020-05-10,2327.0,5,6,43.0,S50_1341,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,2
10104.0,33.0,112.28,7.0,3705.0,2018-01-31,3158.0,5,5,115.0,S50_1392,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,1
10115.0,27.0,105.33,3.0,2843.0,2018-04-04,3096.0,5,5,115.0,S50_1392,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,10022,USA,Hernandez,Maria,2
10127.0,46.0,134.27,9.0,6176.0,2018-06-03,3037.0,5,5,115.0,S50_1392,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,1
10141.0,44.0,125.01,3.0,5500.0,2018-08-01,2979.0,5,5,115.0,S50_1392,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,1
10151.0,26.0,123.85,1.0,3220.0,2018-09-21,2929.0,5,5,115.0,S50_1392,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,1
10165.0,48.0,94.92,10.0,4556.0,2018-10-22,2899.0,5,5,115.0,S50_1392,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,1
10176.0,23.0,135.43,9.0,3114.0,2018-11-06,2885.0,5,5,115.0,S50_1392,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,1
10184.0,45.0,109.96,4.0,4948.0,2018-11-14,2878.0,5,5,115.0,S50_1392,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Sevilla,41101,Spain,Roel,Jose Pedro,1
10195.0,49.0,105.33,4.0,5161.0,2018-11-25,2868.0,5,5,115.0,S50_1392,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,1
10207.0,28.0,94.92,5.0,2657.0,2018-12-09,2855.0,5,5,115.0,S50_1392,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,51003,USA,Franco,Valarie,2
10220.0,37.0,107.65,9.0,3983.0,2019-02-12,2791.0,5,5,115.0,S50_1392,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,Cassidy,Dean,1
10230.0,34.0,116.91,7.0,3974.0,2019-03-15,2761.0,5,5,115.0,S50_1392,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,60528,Germany,Keitel,Roland,1
10246.0,22.0,133.11,3.0,2928.0,2019-05-05,2711.0,5,5,115.0,S50_1392,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,2
10259.0,29.0,105.33,2.0,3054.0,2019-06-15,2671.0,5,5,115.0,S50_1392,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,1
10271.0,34.0,98.39,3.0,3345.0,2019-07-20,2637.0,5,5,115.0,S50_1392,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,1
10282.0,38.0,113.44,12.0,4310.0,2019-08-20,2607.0,5,5,115.0,S50_1392,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,1
10292.0,41.0,121.54,6.0,4983.0,2019-09-08,2589.0,5,5,115.0,S50_1392,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,1
10305.0,42.0,109.96,3.0,4618.0,2019-10-13,2555.0,5,5,115.0,S50_1392,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,1
10314.0,28.0,121.54,12.0,3403.0,2019-10-22,2547.0,5,5,115.0,S50_1392,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,Ibsen,Palle,1
10325.0,38.0,136.59,4.0,5190.0,2019-11-05,2534.0,5,5,115.0,S50_1392,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,1
10336.0,23.0,136.59,8.0,3141.0,2019-11-20,2520.0,5,5,115.0,S50_1392,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France,Bertrand,Marie,1
10350.0,31.0,71.4,8.0,2213.0,2019-12-02,2509.0,5,5,115.0,S50_1392,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,2
10359.0,46.0,106.45,2.0,4896.0,2019-12-15,2497.0,5,5,115.0,S50_1392,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,1
10371.0,48.0,56.55,10.0,2714.0,2020-01-23,2459.0,5,5,115.0,S50_1392,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,2
10383.0,29.0,106.45,13.0,3087.0,2020-02-22,2430.0,5,5,115.0,S50_1392,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,1
10395.0,46.0,123.76,4.0,5692.0,2020-03-17,2407.0,5,5,115.0,S50_1392,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,75508,France,Da Cunha,Daniel,1
10412.0,26.0,133.11,3.0,3460.0,2020-05-03,2361.0,5,5,115.0,S50_1392,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,1
10425.0,18.0,105.33,2.0,1895.0,2020-05-31,2334.0,2,5,115.0,S50_1392,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,2
10104.0,32.0,53.31,2.0,1705.0,2018-01-31,3186.0,5,4,58.0,S50_1514,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,2
10117.0,21.0,49.21,11.0,1033.0,2018-04-16,3112.0,5,4,58.0,S50_1514,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,2
10127.0,46.0,69.12,4.0,3179.0,2018-06-03,3065.0,5,4,58.0,S50_1514,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,1
10142.0,42.0,49.79,14.0,2091.0,2018-08-08,3000.0,5,4,58.0,S50_1514,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,2
10153.0,31.0,57.41,13.0,1779.0,2018-09-28,2950.0,5,4,58.0,S50_1514,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,2
10165.0,38.0,66.78,5.0,2537.0,2018-10-22,2927.0,5,4,58.0,S50_1514,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,2
10176.0,38.0,64.44,4.0,2448.0,2018-11-06,2913.0,5,4,58.0,S50_1514,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,2
10185.0,20.0,48.62,15.0,972.0,2018-11-14,2906.0,5,4,58.0,S50_1514,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,2
10196.0,46.0,62.09,7.0,2856.0,2018-11-26,2895.0,5,4,58.0,S50_1514,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,97823,USA,Murphy,Leslie,2
10208.0,30.0,65.61,15.0,1968.0,2019-01-02,2859.0,5,4,58.0,S50_1514,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,2
10220.0,30.0,68.54,4.0,2056.0,2019-02-12,2819.0,5,4,58.0,S50_1514,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,Cassidy,Dean,2
10230.0,43.0,52.14,2.0,2242.0,2019-03-15,2789.0,5,4,58.0,S50_1514,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,60528,Germany,Keitel,Roland,2
10247.0,49.0,63.85,4.0,3128.0,2019-05-05,2739.0,5,4,58.0,S50_1514,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,1
10272.0,43.0,56.82,4.0,2443.0,2019-07-20,2664.0,5,4,58.0,S50_1514,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,2
10282.0,37.0,66.78,7.0,2470.0,2019-08-20,2634.0,5,4,58.0,S50_1514,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,2
10292.0,35.0,55.07,1.0,1927.0,2019-09-08,2616.0,5,4,58.0,S50_1514,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,2
10306.0,34.0,60.34,15.0,2051.0,2019-10-14,2581.0,5,4,58.0,S50_1514,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,2
10314.0,38.0,61.51,7.0,2337.0,2019-10-22,2574.0,5,4,58.0,S50_1514,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,Ibsen,Palle,2
10325.0,44.0,134.84,7.0,5932.0,2019-11-05,2561.0,5,4,58.0,S50_1514,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,1
10337.0,21.0,109.37,6.0,2296.0,2019-11-21,2546.0,5,4,58.0,S50_1514,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,10022,USA,Hernandez,Maria,2
10350.0,44.0,147.52,17.0,6490.0,2019-12-02,2536.0,5,4,58.0,S50_1514,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,1
10359.0,25.0,64.93,4.0,1623.0,2019-12-15,2524.0,5,4,58.0,S50_1514,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,2
10372.0,24.0,58.58,9.0,1405.0,2020-01-26,2483.0,5,4,58.0,S50_1514,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,2
10383.0,38.0,60.06,10.0,2282.0,2020-02-22,2457.0,5,4,58.0,S50_1514,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,2
10395.0,45.0,199.49,3.0,7951.5,2020-03-17,2434.0,5,4,58.0,S50_1514,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,75508,France,Da Cunha,Daniel,0
10413.0,51.0,63.85,4.0,3256.0,2020-05-05,2386.0,5,4,58.0,S50_1514,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,1
10108.0,34.0,82.99,14.0,2821.0,2018-03-03,3181.0,5,1,81.0,S50_4713,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,1227 MM,Philippines,Cruz,Arnold,2
10121.0,44.0,74.85,1.0,3293.0,2018-05-07,3117.0,5,1,81.0,S50_4713,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,1
10135.0,44.0,96.0,15.0,4224.0,2018-07-02,3062.0,5,1,81.0,S50_4713,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,1
10145.0,38.0,81.36,2.0,3091.0,2018-08-25,3009.0,5,1,81.0,S50_4713,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,1
10169.0,48.0,80.55,10.0,3866.0,2018-11-04,2939.0,5,1,81.0,S50_4713,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,1
10180.0,21.0,93.56,5.0,1964.0,2018-11-11,2933.0,5,1,81.0,S50_4713,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,59000,France,Rance,Martine,2
10190.0,40.0,66.72,2.0,2668.0,2018-11-19,2926.0,5,1,81.0,S50_4713,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,2
10211.0,40.0,80.55,10.0,3222.0,2019-01-15,2870.0,5,1,81.0,S50_4713,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,1
10224.0,50.0,77.29,3.0,3864.0,2019-02-21,2834.0,5,1,81.0,S50_4713,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,59000,France,Rance,Martine,1
10237.0,20.0,68.34,3.0,1366.0,2019-04-05,2792.0,5,1,81.0,S50_4713,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,10022,USA,Frick,Michael,2
10252.0,48.0,72.41,7.0,3475.0,2019-05-26,2742.0,5,1,81.0,S50_4713,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,1
10264.0,47.0,89.5,5.0,4206.0,2019-06-30,2708.0,5,1,81.0,S50_4713,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,51003,USA,Yoshido,Juri,1
10276.0,21.0,70.78,11.0,1486.0,2019-08-02,2676.0,5,1,81.0,S50_4713,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Brickhaven,58339,USA,Barajas,Miguel,2
10285.0,39.0,78.92,2.0,3077.0,2019-08-27,2652.0,5,1,81.0,S50_4713,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,1
10299.0,44.0,80.55,5.0,3544.0,2019-09-30,2619.0,5,1,81.0,S50_4713,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,1
10309.0,28.0,88.68,1.0,2483.0,2019-10-15,2605.0,5,1,81.0,S50_4713,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,2
10319.0,45.0,77.29,6.0,3478.0,2019-11-03,2587.0,5,1,81.0,S50_4713,Microscale Inc.,2125551957,5290 North Pendale Street,NYC,10022,USA,Kuo,Kee,1
10331.0,20.0,182.89,5.0,3657.0,2019-11-17,2574.0,5,1,81.0,S50_4713,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,1
10341.0,38.0,123.22,3.0,4682.0,2019-11-24,2568.0,5,1,81.0,S50_4713,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,1
10356.0,26.0,151.45,4.0,3937.0,2019-12-09,2554.0,5,1,81.0,S50_4713,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,75508,France,Da Cunha,Daniel,1
10365.0,44.0,113.28,2.0,4984.0,2020-01-07,2526.0,5,1,81.0,S50_4713,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,1
10375.0,49.0,110.34,8.0,5406.0,2020-02-03,2500.0,5,1,81.0,S50_4713,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,1
10390.0,22.0,158.69,13.0,3491.0,2020-03-04,2471.0,5,1,81.0,S50_4713,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,1
10403.0,31.0,68.34,3.0,2118.0,2020-04-08,2437.0,5,1,81.0,S50_4713,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,2
10105.0,41.0,70.67,5.0,2897.0,2018-02-11,3225.0,5,3,66.0,S700_1138,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark,Petersen,Jytte,2
10119.0,25.0,76.67,14.0,1916.0,2018-04-28,3150.0,5,3,66.0,S700_1138,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,2
10129.0,31.0,60.0,5.0,1860.0,2018-06-12,3106.0,5,3,66.0,S700_1138,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,WX3 6FW,UK,Brown,Ann,2
10142.0,41.0,64.0,2.0,2624.0,2018-08-08,3050.0,5,3,66.0,S700_1138,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,2
10153.0,43.0,64.67,1.0,2780.0,2018-09-28,3000.0,5,3,66.0,S700_1138,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,2
10167.0,43.0,75.34,12.0,3239.0,2018-10-23,2976.0,0,3,66.0,S700_1138,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,1
10177.0,24.0,76.0,3.0,1824.0,2018-11-07,2962.0,5,3,66.0,S700_1138,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Madrid,28023,Spain,Fernandez,Jesus,2
10185.0,21.0,54.0,3.0,1134.0,2018-11-14,2956.0,5,3,66.0,S700_1138,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,2
10197.0,23.0,64.67,9.0,1487.0,2018-11-26,2945.0,5,3,66.0,S700_1138,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,2
10208.0,38.0,74.67,3.0,2837.0,2019-01-02,2909.0,5,3,66.0,S700_1138,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,2
10222.0,31.0,62.67,15.0,1942.0,2019-02-19,2862.0,5,3,66.0,S700_1138,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,2
10233.0,36.0,70.67,3.0,2544.0,2019-03-29,2825.0,5,3,66.0,S700_1138,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,94019,USA,Brown,William,2
10248.0,36.0,71.34,6.0,2568.0,2019-05-07,2787.0,0,3,66.0,S700_1138,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,2
10261.0,34.0,62.0,4.0,2108.0,2019-06-17,2747.0,5,3,66.0,S700_1138,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada,Fresnisre,Jean,2
10273.0,21.0,65.34,7.0,1372.0,2019-07-21,2714.0,5,3,66.0,S700_1138,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium,Dewey,Catherine,2
10283.0,45.0,78.67,9.0,3540.0,2019-08-20,2685.0,5,3,66.0,S700_1138,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,T2F 8M4,Canada,Lincoln,Elizabeth,1
10295.0,26.0,75.34,4.0,1958.0,2019-09-10,2665.0,5,3,66.0,S700_1138,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,51003,USA,Yoshido,Juri,2
10306.0,50.0,54.0,3.0,2700.0,2019-10-14,2632.0,5,3,66.0,S700_1138,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,2
10315.0,41.0,62.0,2.0,2542.0,2019-10-29,2618.0,5,3,66.0,S700_1138,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,2
10326.0,39.0,60.0,1.0,2340.0,2019-11-09,2608.0,5,3,66.0,S700_1138,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,Lule,S-958 22,Sweden,Berglund,Christina,2
10339.0,22.0,128.02,5.0,2816.0,2019-11-23,2595.0,5,3,66.0,S700_1138,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,2
10350.0,46.0,76.67,11.0,3526.0,2019-12-02,2587.0,5,3,66.0,S700_1138,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,1
10373.0,44.0,105.18,14.0,4627.0,2020-01-31,2528.0,5,3,66.0,S700_1138,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,1
10385.0,25.0,77.34,1.0,1933.0,2020-02-28,2501.0,5,3,66.0,S700_1138,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,2
10396.0,39.0,66.67,1.0,2600.0,2020-03-23,2478.0,5,3,66.0,S700_1138,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,2
10414.0,37.0,71.34,6.0,2639.0,2020-05-06,2435.0,3,3,66.0,S700_1138,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,51003,USA,Yoshido,Juri,2
